コード,銘柄名,業種33,規模,候補
9254,ラバブルマーケティンググループ,サービス業,-,人材サービス・派遣 / コンサルティング・BPO / 広告・PR・マーケティング / 教育・研修・資格 / 医療・介護・福祉サービス / ホテル・旅行・レジャー / 環境・リサイクル・ビル管理 / エンタメ・スポーツ・その他サービス
7630,壱番屋,小売業,TOPIX Small 1,百貨店・総合スーパー / 食品スーパー・コンビニ / ドラッグストア・HC / 衣料・家電・専門店 / 飲食チェーン・中食 / EC・通販・無店舗販売
6871,日本マイクロニクス,電気機器,TOPIX Small 1,半導体・半導体製造装置 / 電子部品・デバイス / 重電・産業用電機 / 民生電機・情報端末
3923,ラクス,情報・通信業,TOPIX Mid400,通信キャリア・放送 / SI・受託開発(大手) / SI・受託開発(中堅) / ソフトウェア・SaaS / Webプラットフォーム・EC / ゲーム・デジタルコンテンツ / サイバーセキュリティ・クラウド / AI・データ・IoT / DX支援・ITコンサルティング / その他ITサービス
4047,関東電化工業,化学,TOPIX Small 1,基礎化学・石油化学 / 機能性化学・先端材料 / 日用化学品・化粧品
6072,地盤ネットホールディングス,サービス業,-,人材サービス・派遣 / コンサルティング・BPO / 広告・PR・マーケティング / 教育・研修・資格 / 医療・介護・福祉サービス / ホテル・旅行・レジャー / 環境・リサイクル・ビル管理 / エンタメ・スポーツ・その他サービス
6232,ＡＣＳＬ,機械,-,産業機械・工作機械 / 建設機械・農業機械 / 自動化・ロボティクス
3198,ＳＦＰホールディングス,小売業,TOPIX Small 2,百貨店・総合スーパー / 食品スーパー・コンビニ / ドラッグストア・HC / 衣料・家電・専門店 / 飲食チェーン・中食 / EC・通販・無店舗販売
6031,ＺＥＴＡ,サービス業,-,人材サービス・派遣 / コンサルティング・BPO / 広告・PR・マーケティング / 教育・研修・資格 / 医療・介護・福祉サービス / ホテル・旅行・レジャー / 環境・リサイクル・ビル管理 / エンタメ・スポーツ・その他サービス
3933,チエル,情報・通信業,-,通信キャリア・放送 / SI・受託開発(大手) / SI・受託開発(中堅) / ソフトウェア・SaaS / Webプラットフォーム・EC / ゲーム・デジタルコンテンツ / サイバーセキュリティ・クラウド / AI・データ・IoT / DX支援・ITコンサルティング / その他ITサービス
8173,Ｊｏｓｈｉｎ,小売業,TOPIX Small 1,百貨店・総合スーパー / 食品スーパー・コンビニ / ドラッグストア・HC / 衣料・家電・専門店 / 飲食チェーン・中食 / EC・通販・無店舗販売
2681,ゲオホールディングス,小売業,TOPIX Small 1,百貨店・総合スーパー / 食品スーパー・コンビニ / ドラッグストア・HC / 衣料・家電・専門店 / 飲食チェーン・中食 / EC・通販・無店舗販売
7069,サイバー・バズ,サービス業,-,人材サービス・派遣 / コンサルティング・BPO / 広告・PR・マーケティング / 教育・研修・資格 / 医療・介護・福祉サービス / ホテル・旅行・レジャー / 環境・リサイクル・ビル管理 / エンタメ・スポーツ・その他サービス
1878,大東建託,不動産業,TOPIX Mid400,不動産開発・デベロッパー / 不動産管理・仲介・賃貸
2678,アスクル,小売業,TOPIX Small 1,百貨店・総合スーパー / 食品スーパー・コンビニ / ドラッグストア・HC / 衣料・家電・専門店 / 飲食チェーン・中食 / EC・通販・無店舗販売
3399,丸千代山岡家,小売業,-,百貨店・総合スーパー / 食品スーパー・コンビニ / ドラッグストア・HC / 衣料・家電・専門店 / 飲食チェーン・中食 / EC・通販・無店舗販売
2656,ベクターホールディングス,小売業,-,百貨店・総合スーパー / 食品スーパー・コンビニ / ドラッグストア・HC / 衣料・家電・専門店 / 飲食チェーン・中食 / EC・通販・無店舗販売
7044,ピアラ,サービス業,-,人材サービス・派遣 / コンサルティング・BPO / 広告・PR・マーケティング / 教育・研修・資格 / 医療・介護・福祉サービス / ホテル・旅行・レジャー / 環境・リサイクル・ビル管理 / エンタメ・スポーツ・その他サービス
3796,いい生活,情報・通信業,-,通信キャリア・放送 / SI・受託開発(大手) / SI・受託開発(中堅) / ソフトウェア・SaaS / Webプラットフォーム・EC / ゲーム・デジタルコンテンツ / サイバーセキュリティ・クラウド / AI・データ・IoT / DX支援・ITコンサルティング / その他ITサービス
6762,ＴＤＫ,電気機器,TOPIX Large70,半導体・半導体製造装置 / 電子部品・デバイス / 重電・産業用電機 / 民生電機・情報端末
6098,リクルートホールディングス,サービス業,TOPIX Core30,人材サービス・派遣 / コンサルティング・BPO / 広告・PR・マーケティング / 教育・研修・資格 / 医療・介護・福祉サービス / ホテル・旅行・レジャー / 環境・リサイクル・ビル管理 / エンタメ・スポーツ・その他サービス
6588,東芝テック,電気機器,TOPIX Small 1,半導体・半導体製造装置 / 電子部品・デバイス / 重電・産業用電機 / 民生電機・情報端末
6779,日本電波工業,電気機器,TOPIX Small 2,半導体・半導体製造装置 / 電子部品・デバイス / 重電・産業用電機 / 民生電機・情報端末
6942,ソフィアホールディングス,情報・通信業,-,通信キャリア・放送 / SI・受託開発(大手) / SI・受託開発(中堅) / ソフトウェア・SaaS / Webプラットフォーム・EC / ゲーム・デジタルコンテンツ / サイバーセキュリティ・クラウド / AI・データ・IoT / DX支援・ITコンサルティング / その他ITサービス
2338,クオンタムソリューションズ,情報・通信業,-,通信キャリア・放送 / SI・受託開発(大手) / SI・受託開発(中堅) / ソフトウェア・SaaS / Webプラットフォーム・EC / ゲーム・デジタルコンテンツ / サイバーセキュリティ・クラウド / AI・データ・IoT / DX支援・ITコンサルティング / その他ITサービス
2871,ニチレイ,食料品,TOPIX Mid400,食品製造・飲料・酒類 / 調味料・菓子・冷凍食品
7936,アシックス,その他製品,TOPIX Large70,住宅設備・家具・生活用品 / 玩具・スポーツ・文具・雑貨
2936,ベースフード,食料品,-,食品製造・飲料・酒類 / 調味料・菓子・冷凍食品
3077,ホリイフードサービス,小売業,-,百貨店・総合スーパー / 食品スーパー・コンビニ / ドラッグストア・HC / 衣料・家電・専門店 / 飲食チェーン・中食 / EC・通販・無店舗販売
3353,メディカル一光グループ,小売業,-,百貨店・総合スーパー / 食品スーパー・コンビニ / ドラッグストア・HC / 衣料・家電・専門店 / 飲食チェーン・中食 / EC・通販・無店舗販売
4443,Ｓａｎｓａｎ,情報・通信業,TOPIX Small 1,通信キャリア・放送 / SI・受託開発(大手) / SI・受託開発(中堅) / ソフトウェア・SaaS / Webプラットフォーム・EC / ゲーム・デジタルコンテンツ / サイバーセキュリティ・クラウド / AI・データ・IoT / DX支援・ITコンサルティング / その他ITサービス
9470,学研ホールディングス,情報・通信業,TOPIX Small 2,通信キャリア・放送 / SI・受託開発(大手) / SI・受託開発(中堅) / ソフトウェア・SaaS / Webプラットフォーム・EC / ゲーム・デジタルコンテンツ / サイバーセキュリティ・クラウド / AI・データ・IoT / DX支援・ITコンサルティング / その他ITサービス
4661,オリエンタルランド,サービス業,TOPIX Large70,人材サービス・派遣 / コンサルティング・BPO / 広告・PR・マーケティング / 教育・研修・資格 / 医療・介護・福祉サービス / ホテル・旅行・レジャー / 環境・リサイクル・ビル管理 / エンタメ・スポーツ・その他サービス
2877,日東ベスト,食料品,-,食品製造・飲料・酒類 / 調味料・菓子・冷凍食品
9028,ゼロ,陸運業,-,鉄道・バス・旅客運輸 / 貨物・物流・倉庫
2351,ＡＳＪ,情報・通信業,-,通信キャリア・放送 / SI・受託開発(大手) / SI・受託開発(中堅) / ソフトウェア・SaaS / Webプラットフォーム・EC / ゲーム・デジタルコンテンツ / サイバーセキュリティ・クラウド / AI・データ・IoT / DX支援・ITコンサルティング / その他ITサービス
6324,ハーモニック・ドライブ・システムズ,機械,TOPIX Small 2,産業機械・工作機械 / 建設機械・農業機械 / 自動化・ロボティクス
5597,ブルーイノベーション,情報・通信業,-,通信キャリア・放送 / SI・受託開発(大手) / SI・受託開発(中堅) / ソフトウェア・SaaS / Webプラットフォーム・EC / ゲーム・デジタルコンテンツ / サイバーセキュリティ・クラウド / AI・データ・IoT / DX支援・ITコンサルティング / その他ITサービス
6701,日本電気,電気機器,TOPIX Large70,半導体・半導体製造装置 / 電子部品・デバイス / 重電・産業用電機 / 民生電機・情報端末
287A,黒田グループ,卸売業,-,総合商社・貿易 / 食品・農産物卸 / 機械・電子部品卸 / 建材・資材・エネルギー卸 / 医薬品卸・その他専門卸
1893,五洋建設,建設業,TOPIX Mid400,ゼネコン・総合建設 / 設備工事・専門工事
6666,リバーエレテック,電気機器,-,半導体・半導体製造装置 / 電子部品・デバイス / 重電・産業用電機 / 民生電機・情報端末
556A,犬猫生活,小売業,-,百貨店・総合スーパー / 食品スーパー・コンビニ / ドラッグストア・HC / 衣料・家電・専門店 / 飲食チェーン・中食 / EC・通販・無店舗販売
6366,千代田化工建設,建設業,-,ゼネコン・総合建設 / 設備工事・専門工事
4430,東海ソフト,情報・通信業,-,通信キャリア・放送 / SI・受託開発(大手) / SI・受託開発(中堅) / ソフトウェア・SaaS / Webプラットフォーム・EC / ゲーム・デジタルコンテンツ / サイバーセキュリティ・クラウド / AI・データ・IoT / DX支援・ITコンサルティング / その他ITサービス
